wine_id,region,country,region_label,grape,price,vintage_quality,winemaking_score,region_prestige,region_terroir,scarcity,oak_months,residual_sugar,alcohol,true_quality,blind_rating_expert,blind_rating_novice,blind_rating,sighted_rating,overpriced,value_wine,placebo_effect
WIN000153,Bordeaux,France,Bordeaux,shiraz,27.15,4.59,3.41,9.0,7.0,7.11,2,4.9,13.3,77.2,79.9,80.5,80.2,81.2,0,0,1.0
WIN000154,Barossa,Australia,Barossa Valley,pinot_noir,18.56,8.67,1.69,6.0,6.0,5.65,15,2.7,12.3,83.2,81.7,84.6,83.2,84.9,0,0,1.7
WIN000155,Rioja,Spain,Rioja,pinot_noir,9.0,6.54,6.33,6.0,6.0,5.34,8,1.2,13.1,85.3,88.6,85.8,87.2,81.8,0,1,-5.4
WIN000156,Bordeaux,France,Bordeaux,cab_sauv,91.69,8.04,5.92,9.0,7.0,6.53,8,3.0,14.1,90.2,91.7,85.3,88.5,91.2,0,0,2.7
WIN000157,generic_new_world,,Outras (novo mundo),malbec,16.61,6.66,2.88,3.0,5.0,9.37,4,1.1,13.4,76.4,80.0,79.9,80.0,78.2,0,0,-1.8
WIN000158,Napa,United States,Napa Valley,pinot_noir,19.08,5.55,6.76,8.0,7.0,6.41,6,7.3,13.3,85.8,88.8,90.7,89.8,91.0,0,0,1.2
WIN000159,generic_new_world,,Outras (novo mundo),tempranillo,26.36,6.41,7.9,3.0,5.0,9.99,15,1.9,12.2,85.2,81.1,87.7,84.4,87.0,0,0,2.6
WIN000160,Burgundy,France,Borgonha,tempranillo,93.17,4.73,3.59,9.0,8.0,8.32,4,5.6,12.6,80.7,82.6,83.3,82.9,86.7,0,0,3.8
WIN000161,Rioja,Spain,Rioja,tempranillo,17.94,4.43,6.54,6.0,6.0,8.16,20,2.9,13.0,87.2,84.8,90.4,87.6,85.6,0,0,-2.0
WIN000162,Rioja,Spain,Rioja,merlot,18.91,6.64,7.0,6.0,6.0,6.78,13,3.3,12.5,89.0,87.1,85.8,86.4,84.5,0,0,-1.9
WIN000163,generic_new_world,,Outras (novo mundo),pinot_noir,21.48,4.57,5.4,3.0,5.0,5.09,14,5.9,13.5,78.8,81.9,81.2,81.6,82.9,0,0,1.3
WIN000164,Bordeaux,France,Bordeaux,cab_sauv,23.24,4.69,3.72,9.0,7.0,5.57,19,3.7,12.7,82.9,88.9,85.7,87.3,85.7,0,0,-1.6
WIN000165,Tuscany,Italy,Toscana,sangiovese,11.23,2.88,6.03,7.0,7.0,3.79,8,7.3,13.1,82.9,84.5,88.4,86.4,83.3,0,1,-3.1
WIN000166,Burgundy,France,Borgonha,pinot_noir,19.91,4.38,4.44,9.0,8.0,8.83,7,7.7,13.1,86.3,87.7,90.5,89.1,89.4,0,0,0.3
WIN000167,Burgundy,France,Borgonha,blend,36.11,8.32,5.89,9.0,8.0,8.73,7,2.6,12.4,91.5,95.1,83.8,89.4,88.2,0,0,-1.2
WIN000168,Mendoza,Argentina,Mendoza,blend,20.82,5.41,6.46,5.0,6.0,8.03,3,4.8,15.4,83.8,83.7,88.0,85.8,84.4,0,0,-1.4
WIN000169,Mendoza,Argentina,Mendoza,tempranillo,30.03,0.77,6.21,5.0,6.0,6.46,9,4.0,12.6,75.1,76.3,80.3,78.3,77.4,0,0,-0.9
WIN000170,Napa,United States,Napa Valley,cab_sauv,58.28,5.95,0.29,8.0,7.0,7.94,15,0.6,13.7,83.7,85.2,83.3,84.2,86.4,0,0,2.2
WIN000171,Burgundy,France,Borgonha,tempranillo,31.26,3.41,6.35,9.0,8.0,7.51,8,0.1,12.0,81.3,82.6,78.7,80.6,80.1,0,0,-0.5
WIN000172,Tuscany,Italy,Toscana,cab_sauv,45.12,3.26,5.14,7.0,7.0,7.41,15,2.2,11.4,80.5,76.9,74.1,75.5,77.1,1,0,1.6
WIN000173,generic_new_world,,Outras (novo mundo),tempranillo,13.83,6.97,7.36,3.0,5.0,8.27,5,2.2,10.6,84.0,80.7,86.9,83.8,81.9,0,0,-1.9
WIN000174,Bordeaux,France,Bordeaux,tempranillo,69.84,7.43,2.87,9.0,7.0,7.0,12,1.8,12.7,79.2,79.1,78.1,78.6,81.9,1,0,3.3
WIN000175,Burgundy,France,Borgonha,blend,64.42,4.18,1.58,9.0,8.0,9.66,8,1.3,14.2,80.5,82.6,75.2,78.9,81.6,1,0,2.7
WIN000176,generic_new_world,,Outras (novo mundo),blend,16.45,3.04,6.02,3.0,5.0,6.42,8,0.9,14.5,78.9,77.7,75.7,76.7,75.7,0,0,-1.0
WIN000177,generic_new_world,,Outras (novo mundo),sangiovese,9.12,2.69,7.11,3.0,5.0,8.88,6,3.0,13.2,76.4,74.9,78.1,76.5,70.0,0,0,-6.5
WIN000178,Barossa,Australia,Barossa Valley,tempranillo,39.23,1.78,6.9,6.0,6.0,4.25,3,4.1,13.7,79.7,78.1,80.0,79.0,79.8,1,0,0.8
WIN000179,Bordeaux,France,Bordeaux,merlot,54.59,2.33,3.13,9.0,7.0,8.45,32,4.9,12.5,83.5,82.6,76.9,79.8,83.2,1,0,3.4
WIN000180,Tuscany,Italy,Toscana,tempranillo,38.68,8.24,1.27,7.0,7.0,9.32,15,0.6,14.2,83.6,85.8,80.1,82.9,81.0,0,0,-1.9
WIN000181,Rioja,Spain,Rioja,blend,43.13,2.96,5.01,6.0,6.0,6.7,12,1.8,14.2,76.3,79.9,77.0,78.4,80.6,1,0,2.2
WIN000182,Napa,United States,Napa Valley,malbec,37.61,8.05,4.11,8.0,7.0,5.57,18,0.4,13.2,83.8,78.9,81.3,80.1,82.4,1,0,2.3
WIN000183,Tuscany,Italy,Toscana,pinot_noir,136.8,5.18,7.65,7.0,7.0,10.0,17,5.3,12.7,85.7,87.1,79.6,83.4,91.0,0,0,7.6
WIN000184,generic_new_world,,Outras (novo mundo),tempranillo,14.25,5.59,5.5,3.0,5.0,0.71,12,0.7,13.1,85.4,83.5,86.1,84.8,83.5,0,1,-1.3
WIN000185,generic_new_world,,Outras (novo mundo),malbec,7.83,2.04,7.99,3.0,5.0,6.46,16,0.6,14.9,78.0,77.9,80.1,79.0,77.8,0,0,-1.2
WIN000186,Napa,United States,Napa Valley,shiraz,91.72,4.63,2.04,8.0,7.0,9.57,7,4.8,15.4,77.7,78.2,75.9,77.1,79.4,1,0,2.3
WIN000187,Bordeaux,France,Bordeaux,merlot,27.1,6.98,3.61,9.0,7.0,6.17,7,8.5,14.8,85.7,82.6,85.1,83.8,84.0,0,0,0.2
WIN000188,generic_new_world,,Outras (novo mundo),merlot,16.6,3.11,0.0,3.0,5.0,3.98,8,2.9,14.5,70.0,75.1,71.7,73.4,73.3,0,0,-0.1
WIN000189,Burgundy,France,Borgonha,cab_sauv,33.18,5.0,6.91,9.0,8.0,4.12,5,1.9,13.6,87.7,89.5,83.9,86.7,85.4,0,0,-1.3
WIN000190,generic_new_world,,Outras (novo mundo),pinot_noir,23.86,5.89,4.76,3.0,5.0,8.69,9,1.6,13.2,79.9,77.9,82.3,80.1,80.6,0,0,0.5
WIN000191,generic_new_world,,Outras (novo mundo),cab_sauv,20.96,4.33,5.38,3.0,5.0,8.76,15,5.3,12.0,75.1,74.2,74.2,74.2,74.7,0,0,0.5
WIN000192,generic_new_world,,Outras (novo mundo),sangiovese,11.4,4.77,6.41,3.0,5.0,7.54,4,0.2,12.8,79.5,77.8,77.4,77.6,74.7,0,0,-2.9
WIN000193,generic_new_world,,Outras (novo mundo),pinot_noir,12.84,5.59,5.2,3.0,5.0,7.28,9,3.2,10.2,77.2,74.8,84.0,79.4,79.0,0,0,-0.4
WIN000194,Rioja,Spain,Rioja,pinot_noir,40.99,6.83,4.62,6.0,6.0,6.93,11,1.7,14.6,82.6,81.9,83.6,82.8,82.9,0,0,0.1
WIN000195,Tuscany,Italy,Toscana,shiraz,27.38,6.68,4.63,7.0,7.0,6.98,7,16.7,13.8,86.5,84.2,90.9,87.6,87.6,0,0,0.0
WIN000196,Tuscany,Italy,Toscana,pinot_noir,35.45,4.61,4.46,7.0,7.0,7.81,6,2.9,12.7,77.7,78.0,82.2,80.1,80.0,1,0,-0.1
WIN000197,generic_new_world,,Outras (novo mundo),cab_sauv,19.58,6.97,6.56,3.0,5.0,4.81,18,3.3,12.2,85.3,84.4,89.5,87.0,83.0,0,0,-4.0
WIN000198,Burgundy,France,Borgonha,merlot,20.69,3.45,2.74,9.0,8.0,6.32,7,4.1,15.1,79.3,80.3,79.4,79.8,78.4,0,0,-1.4
WIN000199,Tuscany,Italy,Toscana,merlot,14.72,5.54,6.0,7.0,7.0,4.98,7,0.7,12.0,83.5,81.4,79.1,80.2,78.2,0,0,-2.0
WIN000200,Rioja,Spain,Rioja,malbec,28.43,6.57,5.68,6.0,6.0,8.62,39,10.9,15.2,85.7,85.7,82.2,84.0,82.0,0,0,-2.0
WIN000201,Tuscany,Italy,Toscana,tempranillo,28.4,5.68,4.18,7.0,7.0,6.72,11,0.5,13.3,81.4,79.1,77.0,78.0,78.0,0,0,0.0
WIN000202,Bordeaux,France,Bordeaux,shiraz,52.64,5.23,5.75,9.0,7.0,4.74,21,1.1,14.6,89.4,89.2,83.1,86.2,89.4,0,0,3.2
WIN000203,generic_new_world,,Outras (novo mundo),pinot_noir,9.03,5.19,3.47,3.0,5.0,4.6,6,3.1,14.1,79.5,80.4,78.6,79.5,79.1,0,0,-0.4
WIN000204,Tuscany,Italy,Toscana,blend,10.99,7.43,0.24,7.0,7.0,1.39,8,0.5,12.8,79.7,73.1,80.9,77.0,73.7,0,0,-3.3
WIN000205,Bordeaux,France,Bordeaux,cab_sauv,36.73,7.76,3.78,9.0,7.0,6.65,2,3.8,13.5,85.8,83.9,84.9,84.4,87.6,0,0,3.2
WIN000206,Bordeaux,France,Bordeaux,shiraz,42.1,8.06,2.55,9.0,7.0,9.21,10,4.7,14.6,85.1,86.2,81.7,84.0,87.3,0,0,3.3
WIN000207,generic_new_world,,Outras (novo mundo),blend,9.08,8.74,5.39,3.0,5.0,9.05,9,3.2,12.0,85.6,83.1,85.1,84.1,80.4,0,1,-3.7
WIN000208,Rioja,Spain,Rioja,merlot,12.0,4.29,8.26,6.0,6.0,5.63,13,4.6,14.0,83.6,86.4,82.3,84.4,83.6,0,1,-0.8
WIN000209,Mendoza,Argentina,Mendoza,sangiovese,41.6,7.83,3.03,5.0,6.0,7.11,11,3.3,13.1,84.7,84.9,83.4,84.2,85.1,0,0,0.9
WIN000210,generic_new_world,,Outras (novo mundo),merlot,10.84,5.67,3.17,3.0,5.0,3.06,16,0.4,13.5,79.8,81.3,85.3,83.3,82.2,0,0,-1.1
WIN000211,Mendoza,Argentina,Mendoza,blend,21.4,4.75,6.23,5.0,6.0,5.79,10,6.8,12.0,81.1,86.3,84.6,85.4,83.2,0,0,-2.2
WIN000212,Tuscany,Italy,Toscana,malbec,65.96,7.26,4.45,7.0,7.0,9.62,3,3.4,14.7,83.9,83.9,82.1,83.0,85.5,0,0,2.5
WIN000213,Bordeaux,France,Bordeaux,sangiovese,172.07,5.43,2.86,9.0,7.0,10.0,5,1.1,12.6,78.1,79.5,76.0,77.8,85.6,1,0,7.8
WIN000214,Burgundy,France,Borgonha,blend,62.88,1.76,2.17,9.0,8.0,6.3,20,1.5,15.1,76.0,77.5,70.4,74.0,78.6,1,0,4.6
WIN000215,Bordeaux,France,Bordeaux,merlot,18.58,5.95,2.82,9.0,7.0,3.82,8,2.0,13.3,78.8,79.9,83.5,81.7,80.4,0,0,-1.3
WIN000216,generic_new_world,,Outras (novo mundo),cab_sauv,31.31,3.97,6.74,3.0,5.0,9.76,7,4.1,11.6,81.0,80.7,83.6,82.2,84.0,0,0,1.8
WIN000217,Napa,United States,Napa Valley,sangiovese,36.58,5.49,4.69,8.0,7.0,8.79,9,2.0,14.4,80.7,79.4,79.0,79.2,79.9,1,0,0.7
WIN000218,Rioja,Spain,Rioja,cab_sauv,7.42,4.88,4.65,6.0,6.0,7.25,3,0.8,12.6,81.2,80.0,87.8,83.9,81.0,0,1,-2.9
WIN000219,Barossa,Australia,Barossa Valley,sangiovese,29.59,5.09,4.32,6.0,6.0,9.15,5,2.5,13.0,78.4,84.7,75.1,79.9,82.2,0,0,2.3
WIN000220,Rioja,Spain,Rioja,cab_sauv,56.69,6.19,1.29,6.0,6.0,10.0,2,2.0,12.8,74.4,74.8,74.9,74.8,75.6,1,0,0.8
WIN000221,generic_new_world,,Outras (novo mundo),merlot,6.75,0.78,0.94,3.0,5.0,4.35,10,0.9,13.6,70.0,73.3,74.6,73.9,70.0,0,0,-3.9
WIN000222,generic_new_world,,Outras (novo mundo),pinot_noir,14.78,2.04,6.42,3.0,5.0,5.25,3,2.0,12.5,74.7,73.4,73.7,73.6,72.6,0,0,-1.0
WIN000223,Napa,United States,Napa Valley,pinot_noir,12.27,6.04,6.68,8.0,7.0,1.3,9,2.2,11.3,85.2,87.6,82.0,84.8,83.6,0,1,-1.2
WIN000224,Mendoza,Argentina,Mendoza,merlot,12.65,3.25,8.0,5.0,6.0,5.67,7,3.0,14.7,80.3,83.5,84.3,83.9,81.3,0,1,-2.6
WIN000225,Bordeaux,France,Bordeaux,blend,19.84,4.3,8.01,9.0,7.0,8.47,3,1.1,14.1,86.0,83.9,85.1,84.5,84.8,0,0,0.3
WIN000226,Rioja,Spain,Rioja,tempranillo,33.5,7.56,3.42,6.0,6.0,9.38,17,5.0,13.3,84.4,87.1,89.0,88.0,90.6,0,0,2.6
WIN000227,Barossa,Australia,Barossa Valley,cab_sauv,50.55,5.03,4.64,6.0,6.0,6.74,6,4.6,15.8,77.6,81.6,81.3,81.4,84.9,1,0,3.5
WIN000228,Napa,United States,Napa Valley,merlot,40.41,5.51,6.17,8.0,7.0,7.27,6,1.6,14.1,86.1,88.8,86.4,87.6,86.0,0,0,-1.6
WIN000229,Bordeaux,France,Bordeaux,malbec,161.68,3.03,3.08,9.0,7.0,8.46,7,1.7,14.0,78.9,78.3,73.8,76.0,84.1,1,0,8.1
WIN000230,Tuscany,Italy,Toscana,pinot_noir,47.99,7.38,4.24,7.0,7.0,8.26,8,1.9,13.1,82.6,81.6,74.7,78.2,78.1,1,0,-0.1
WIN000231,Napa,United States,Napa Valley,tempranillo,105.38,4.66,2.61,8.0,7.0,10.0,17,0.4,11.8,78.6,82.5,70.9,76.7,77.5,1,0,0.8
WIN000232,Mendoza,Argentina,Mendoza,merlot,21.94,6.63,4.87,5.0,6.0,7.04,12,1.9,12.4,82.1,86.9,79.2,83.1,81.9,0,0,-1.2
WIN000233,Barossa,Australia,Barossa Valley,tempranillo,39.3,5.35,8.54,6.0,6.0,7.25,5,7.5,13.6,87.8,85.1,91.5,88.3,85.8,0,0,-2.5
WIN000234,Burgundy,France,Borgonha,merlot,37.73,2.19,4.96,9.0,8.0,9.24,7,3.2,15.0,83.0,85.6,79.1,82.4,84.1,0,0,1.7
WIN000235,Rioja,Spain,Rioja,malbec,13.48,5.03,1.55,6.0,6.0,6.72,9,0.5,12.4,78.3,78.0,81.9,80.0,78.5,0,0,-1.5
WIN000236,Napa,United States,Napa Valley,cab_sauv,38.81,2.01,5.49,8.0,7.0,7.37,21,0.9,13.4,77.7,76.6,75.7,76.2,78.2,1,0,2.0
WIN000237,Bordeaux,France,Bordeaux,blend,72.02,7.03,6.46,9.0,7.0,5.29,7,1.3,14.7,89.9,86.6,84.9,85.8,88.3,0,0,2.5
WIN000238,generic_new_world,,Outras (novo mundo),malbec,22.17,0.71,4.69,3.0,5.0,8.1,5,1.0,14.0,76.5,74.1,78.2,76.2,75.2,0,0,-1.0
WIN000239,Burgundy,France,Borgonha,sangiovese,8.7,5.54,8.26,9.0,8.0,4.45,6,0.7,14.3,89.2,90.0,88.7,89.4,84.2,0,1,-5.2
WIN000240,Bordeaux,France,Bordeaux,malbec,53.23,5.05,4.27,9.0,7.0,8.53,6,3.9,13.6,82.3,82.7,81.3,82.0,86.5,1,0,4.5
WIN000241,Bordeaux,France,Bordeaux,tempranillo,172.98,3.63,6.25,9.0,7.0,9.2,2,3.5,15.6,79.9,78.0,76.5,77.2,85.0,1,0,7.8
WIN000242,generic_new_world,,Outras (novo mundo),blend,9.68,5.0,4.52,3.0,5.0,0.63,13,0.9,14.4,81.1,80.5,81.0,80.8,78.1,0,0,-2.7
WIN000243,Napa,United States,Napa Valley,tempranillo,31.77,5.4,8.24,8.0,7.0,8.51,10,3.6,11.8,87.5,87.9,86.6,87.2,85.6,0,0,-1.6
WIN000244,Burgundy,France,Borgonha,tempranillo,23.09,9.44,7.18,9.0,8.0,9.81,7,3.2,12.4,90.5,89.6,87.5,88.6,89.2,0,0,0.6
WIN000245,Napa,United States,Napa Valley,blend,104.2,3.96,7.87,8.0,7.0,7.86,23,2.3,14.6,87.9,87.1,84.4,85.8,89.2,0,0,3.4
WIN000246,Tuscany,Italy,Toscana,sangiovese,72.57,7.62,4.03,7.0,7.0,6.86,11,0.1,14.6,85.9,88.7,77.4,83.1,84.9,0,0,1.8
WIN000247,Burgundy,France,Borgonha,malbec,150.4,4.36,3.68,9.0,8.0,10.0,7,2.4,15.7,79.8,81.8,76.4,79.1,83.7,1,0,4.6
WIN000248,Tuscany,Italy,Toscana,merlot,11.85,5.62,7.58,7.0,7.0,5.84,3,1.9,14.0,88.8,87.0,87.6,87.3,86.3,0,1,-1.0
WIN000249,Mendoza,Argentina,Mendoza,malbec,44.22,3.75,0.83,5.0,6.0,6.84,39,3.0,11.6,81.1,82.5,80.0,81.2,85.6,1,0,4.4
WIN000250,generic_new_world,,Outras (novo mundo),cab_sauv,14.25,7.54,3.28,3.0,5.0,4.08,13,0.9,13.4,79.8,78.3,78.5,78.4,76.2,0,0,-2.2
WIN000251,generic_new_world,,Outras (novo mundo),pinot_noir,8.04,5.66,6.59,3.0,5.0,4.64,10,4.9,14.4,82.3,82.6,80.8,81.7,79.4,0,0,-2.3
WIN000252,Bordeaux,France,Bordeaux,pinot_noir,50.63,3.26,7.68,9.0,7.0,7.43,14,0.3,16.9,82.1,83.4,72.9,78.2,80.3,1,0,2.1
WIN000253,generic_new_world,,Outras (novo mundo),merlot,17.98,3.85,4.26,3.0,5.0,9.15,6,9.5,13.2,72.7,76.7,79.9,78.3,77.6,0,0,-0.7
WIN000254,Barossa,Australia,Barossa Valley,malbec,16.21,5.03,3.61,6.0,6.0,5.94,2,3.6,13.5,78.9,82.6,80.3,81.4,78.0,0,0,-3.4
WIN000255,Barossa,Australia,Barossa Valley,sangiovese,36.3,3.93,9.93,6.0,6.0,7.82,12,2.4,15.7,86.4,83.3,89.8,86.6,88.1,0,0,1.5
WIN000256,Napa,United States,Napa Valley,cab_sauv,11.46,4.16,5.13,8.0,7.0,4.08,24,0.8,14.7,82.4,84.1,80.7,82.4,79.9,0,0,-2.5
WIN000257,generic_new_world,,Outras (novo mundo),shiraz,36.45,5.2,1.85,3.0,5.0,7.07,19,0.4,15.0,74.1,71.2,76.1,73.6,74.8,1,0,1.2
WIN000258,Rioja,Spain,Rioja,shiraz,10.79,7.62,1.88,6.0,6.0,7.25,10,6.9,13.9,81.6,85.5,86.7,86.1,81.9,0,1,-4.2
WIN000259,Bordeaux,France,Bordeaux,merlot,123.69,5.85,3.16,9.0,7.0,6.71,22,3.4,13.8,85.1,83.2,85.9,84.6,87.4,0,0,2.8
WIN000260,Tuscany,Italy,Toscana,sangiovese,15.83,4.83,6.76,7.0,7.0,8.88,5,2.5,13.4,84.7,85.4,81.0,83.2,81.5,0,0,-1.7
WIN000261,Mendoza,Argentina,Mendoza,tempranillo,25.24,1.9,2.13,5.0,6.0,8.8,24,2.4,14.3,75.3,75.3,74.0,74.6,73.7,0,0,-0.9
WIN000262,Barossa,Australia,Barossa Valley,pinot_noir,14.13,4.85,2.23,6.0,6.0,3.5,5,2.9,13.0,80.4,83.0,73.7,78.4,76.4,0,0,-2.0
WIN000263,Barossa,Australia,Barossa Valley,shiraz,11.03,6.35,4.39,6.0,6.0,3.73,10,0.4,13.4,79.7,79.5,83.6,81.6,75.7,0,0,-5.9
WIN000264,Bordeaux,France,Bordeaux,blend,30.52,3.8,7.37,9.0,7.0,7.58,6,2.6,13.1,80.8,76.2,84.3,80.2,80.7,0,0,0.5
WIN000265,Tuscany,Italy,Toscana,merlot,33.14,3.03,5.18,7.0,7.0,7.87,1,1.3,12.6,78.6,78.6,85.8,82.2,81.0,0,0,-1.2
WIN000266,Barossa,Australia,Barossa Valley,sangiovese,29.6,5.27,2.35,6.0,6.0,7.3,20,8.6,14.4,78.9,76.0,77.1,76.6,78.8,0,0,2.2
WIN000267,Burgundy,France,Borgonha,sangiovese,22.92,2.25,7.57,9.0,8.0,6.98,7,1.3,12.2,82.3,88.7,82.7,85.7,84.9,0,0,-0.8
WIN000268,Barossa,Australia,Barossa Valley,cab_sauv,47.35,7.07,5.39,6.0,6.0,7.64,7,4.0,13.4,83.5,87.8,83.6,85.7,87.5,0,0,1.8
WIN000269,Rioja,Spain,Rioja,tempranillo,12.32,4.92,1.82,6.0,6.0,4.77,12,2.4,13.1,78.5,76.2,83.4,79.8,77.5,0,0,-2.3
WIN000270,Bordeaux,France,Bordeaux,sangiovese,131.79,6.53,6.59,9.0,7.0,7.83,1,1.2,13.9,86.6,86.6,82.9,84.8,89.4,0,0,4.6
WIN000271,Napa,United States,Napa Valley,blend,20.56,4.45,4.11,8.0,7.0,9.14,5,0.6,10.1,77.0,78.4,77.3,77.8,77.7,0,0,-0.1
WIN000272,generic_new_world,,Outras (novo mundo),sangiovese,15.47,3.17,6.26,3.0,5.0,6.85,1,0.4,16.8,74.6,74.0,81.4,77.7,77.0,0,0,-0.7
WIN000273,Rioja,Spain,Rioja,sangiovese,19.18,5.26,6.34,6.0,6.0,3.89,5,6.4,13.6,82.5,82.4,81.4,81.9,79.8,0,0,-2.1
WIN000274,Rioja,Spain,Rioja,sangiovese,17.27,4.56,6.06,6.0,6.0,6.8,2,3.2,10.8,78.9,80.5,83.9,82.2,82.7,0,0,0.5
WIN000275,Burgundy,France,Borgonha,merlot,65.08,4.92,4.96,9.0,8.0,3.84,4,2.0,12.0,82.9,86.0,78.8,82.4,86.2,0,0,3.8
WIN000276,Rioja,Spain,Rioja,pinot_noir,57.17,3.87,5.26,6.0,6.0,6.11,23,4.1,15.0,82.0,80.6,79.1,79.8,84.1,1,0,4.3
WIN000277,Bordeaux,France,Bordeaux,cab_sauv,82.59,3.34,6.24,9.0,7.0,9.59,7,1.1,12.7,82.9,80.9,81.6,81.2,83.5,1,0,2.3
WIN000278,Barossa,Australia,Barossa Valley,tempranillo,5.74,5.01,2.84,6.0,6.0,4.87,16,1.6,13.8,79.4,77.8,79.4,78.6,75.3,0,0,-3.3
WIN000279,Napa,United States,Napa Valley,cab_sauv,24.62,4.18,6.96,8.0,7.0,4.0,2,2.9,13.9,81.7,85.8,81.1,83.4,85.4,0,0,2.0
WIN000280,Mendoza,Argentina,Mendoza,sangiovese,22.55,7.16,4.57,5.0,6.0,6.5,9,0.2,14.4,85.8,84.8,81.2,83.0,81.5,0,0,-1.5
WIN000281,Tuscany,Italy,Toscana,shiraz,14.79,2.87,3.76,7.0,7.0,5.69,11,3.6,13.6,81.3,76.2,85.2,80.7,81.0,0,0,0.3
WIN000282,Bordeaux,France,Bordeaux,pinot_noir,42.92,9.77,3.85,9.0,7.0,5.69,5,3.6,12.2,88.5,85.0,89.4,87.2,89.0,0,0,1.8
WIN000283,Bordeaux,France,Bordeaux,malbec,55.3,4.29,6.35,9.0,7.0,8.55,23,3.2,13.9,84.7,83.1,76.3,79.7,82.2,1,0,2.5
WIN000284,Napa,United States,Napa Valley,blend,49.57,4.5,4.67,8.0,7.0,6.47,19,2.4,13.7,83.1,80.1,86.6,83.4,83.2,0,0,-0.2
WIN000285,generic_new_world,,Outras (novo mundo),blend,4.0,4.42,4.14,3.0,5.0,5.42,32,2.0,15.3,80.9,79.1,77.6,78.4,71.6,0,0,-6.8
WIN000286,Burgundy,France,Borgonha,cab_sauv,113.99,3.85,6.19,9.0,8.0,9.14,21,4.4,12.0,87.1,85.4,80.7,83.1,86.4,0,0,3.3
WIN000287,Bordeaux,France,Bordeaux,pinot_noir,36.68,3.01,6.0,9.0,7.0,6.51,8,3.3,14.0,77.8,77.4,79.8,78.6,78.4,1,0,-0.2
WIN000288,Tuscany,Italy,Toscana,malbec,22.97,6.09,4.99,7.0,7.0,8.59,9,1.8,16.6,86.1,90.2,81.8,86.0,85.0,0,0,-1.0
WIN000289,Burgundy,France,Borgonha,cab_sauv,29.73,7.81,3.29,9.0,8.0,5.89,5,3.5,11.6,84.6,88.4,82.7,85.6,84.3,0,0,-1.3
WIN000290,Barossa,Australia,Barossa Valley,tempranillo,28.08,4.24,1.28,6.0,6.0,7.39,9,0.9,12.4,72.9,72.1,70.0,71.0,73.4,0,0,2.4
WIN000291,Barossa,Australia,Barossa Valley,shiraz,17.48,4.74,3.06,6.0,6.0,5.51,21,1.6,13.5,80.9,81.9,86.0,84.0,83.0,0,0,-1.0
WIN000292,generic_new_world,,Outras (novo mundo),blend,4.0,6.69,5.08,3.0,5.0,3.71,14,0.8,14.6,87.6,88.4,86.7,87.6,82.2,0,1,-5.4
WIN000293,Barossa,Australia,Barossa Valley,cab_sauv,14.66,2.69,4.16,6.0,6.0,5.68,5,5.0,12.0,74.8,71.6,74.5,73.0,71.5,0,0,-1.5
WIN000294,generic_new_world,,Outras (novo mundo),cab_sauv,19.52,7.58,7.67,3.0,5.0,5.18,2,3.1,15.3,84.5,86.2,86.8,86.5,83.4,0,0,-3.1
WIN000295,Rioja,Spain,Rioja,cab_sauv,11.28,0.0,2.54,6.0,6.0,5.12,6,3.3,15.3,70.0,72.3,78.3,75.3,71.8,0,0,-3.5
WIN000296,Barossa,Australia,Barossa Valley,shiraz,22.46,5.63,5.83,6.0,6.0,5.04,8,10.7,14.1,81.4,81.1,87.5,84.3,83.1,0,0,-1.2
WIN000297,Bordeaux,France,Bordeaux,shiraz,104.33,8.54,6.06,9.0,7.0,9.11,15,4.0,13.1,93.6,92.3,82.8,87.6,92.1,0,0,4.5
WIN000298,Barossa,Australia,Barossa Valley,tempranillo,34.62,8.2,3.29,6.0,6.0,7.49,13,1.8,12.6,84.5,82.5,82.2,82.4,82.8,0,0,0.4
WIN000299,generic_new_world,,Outras (novo mundo),shiraz,4.4,8.5,5.88,3.0,5.0,3.36,18,6.0,13.7,85.9,85.8,86.4,86.1,82.0,0,1,-4.1
WIN000300,generic_new_world,,Outras (novo mundo),shiraz,10.22,6.28,8.66,3.0,5.0,6.55,7,0.4,13.2,88.3,87.5,89.0,88.2,86.8,0,1,-1.4
WIN000301,Rioja,Spain,Rioja,pinot_noir,57.06,3.54,7.05,6.0,6.0,7.33,16,0.4,13.5,83.7,83.0,78.7,80.8,83.8,1,0,3.0
WIN000302,Rioja,Spain,Rioja,merlot,53.47,5.61,3.14,6.0,6.0,6.59,3,2.9,14.8,82.0,84.3,86.0,85.2,89.5,0,0,4.3
WIN000303,Rioja,Spain,Rioja,cab_sauv,22.35,6.07,5.81,6.0,6.0,9.97,15,3.5,13.9,88.6,91.7,87.7,89.7,89.1,0,0,-0.6
WIN000304,Barossa,Australia,Barossa Valley,malbec,32.02,7.12,4.52,6.0,6.0,1.56,8,1.0,12.5,79.6,79.1,79.5,79.3,80.6,0,0,1.3
WIN000305,Burgundy,France,Borgonha,tempranillo,76.25,3.97,4.49,9.0,8.0,9.14,6,0.7,12.8,80.9,78.1,75.6,76.8,79.5,1,0,2.7
WIN000306,Barossa,Australia,Barossa Valley,pinot_noir,9.01,3.93,4.75,6.0,6.0,4.64,14,7.5,12.5,82.4,85.3,83.1,84.2,80.1,0,1,-4.1
